Links,Name,Price,Location,Date,Description
https://www.olx.com.pk/item/huawei-y7-prime-iid-1098827395,HUAWEI Y7 Prime,"Rs 11,500",,6 minutes ago,All okay ha dulal Sim 32gb touch tora sa too ta ha chalta ha OK ha koy issue nahi ha battery timing out class ha jis bhai na LA na ho rabata Kar
https://www.olx.com.pk/item/samsung-galaxy-a10s-exchange-possible-iid-1097703172,Samsung galaxy a10s exchange possible,"Rs 11,500",,6 minutes ago,Aoa I am selling my Samsung galaxy a10s 2/32 mobile pta approved hai lakin kuch waja se mobile non pta ho gya 1500-1700 ka kharcha hai scratch less mobile hai condition 10/9.9 pasai kam bhi ho jae ge
https://www.olx.com.pk/item/huawei-y9-prime-2019-iid-1098827358,Huawei Y9 prime 2019,"Rs 18,000",,8 minutes ago,"Huawei Y9 prime 2019
Ram 4 gb
Rom 128
Lush Condition 
10/10
price is almost final"
https://www.olx.com.pk/item/vivo-y-33s-iid-1098827278,vivo y 33s,"Rs 18,000",,12 minutes ago,Y33 s Mobile Battery change 6/128 Gb  Front glass change only mobile interested people are
https://www.olx.com.pk/item/aqua-sense-5g-464-gb-water-pack-almost-iid-1098827225,AQUA SENSE 5G 4+64 GB WATER PACK ALMOST,"Rs 10,500",,14 minutes ago,"AQUA SENSE 5G NON PTA 

SIM TIME AVAILABLE 6 MONTHS 

2 days battery timing 

full hd camera pixel 

5/64 GB 

JUST ONLY MOBILE"
https://www.olx.com.pk/item/samsung-c5-pro-in-good-condition-4gb64gb-with-excellent-battery-iid-1098827136,Samsung C5 pro in good condition 4GB/64GB with excellent battery,"Rs 12,500",,18 minutes ago,"Samsung C5 pro in good condition excellent performance 

4GB/64GB memory 
only set in good condition 

one day battery timing 

only serious buyer contact me need urgently"
https://www.olx.com.pk/item/samsung-galaxy-a10s-232gb-pta-prove-fingarprint-all-ok-iid-1098827084,Samsung galaxy A10s 2/32gb PTA prove fingarprint Original Condition OK,"Rs 10,000",,20 minutes ago,Samsung galaxy A10s  All OK not any issue fingerprint OK PTA prove Bettery time Best working   beck sy cower thora tuta hai wo change bhi hi sakta hai. 2 days warranty hogi
https://www.olx.com.pk/item/iphone-x-iid-1086112322,Iphone x,"Rs 16,500",,20 minutes ago,"panel main line ha or touch ic issue ha
battery sale krdi ha panel khrab ha 
baki as a part b ly skty hain mobile on hota ha … lena ho to battery k sth check krwa du ga …"
https://www.olx.com.pk/item/infinix-hot-11-s-iid-1098826911,Infinix hot 11 s,"Rs 19,000",,28 minutes ago,"Phone chalne me buhat smooth ha. 
panel change ha lekin koi fault nhi. 
4+4gb.    128gb
Gaming ke liye best ha. 
With box"
https://www.olx.com.pk/item/iphone-pta-approved-very-good-condition-iid-1098826904,iPhone pta approved very good condition,"Rs 18,999",,28 minutes ago,"iPhone 7plus black colour 
very good condition
pta approved
no issue with phone
new battery
no scratches on phone

selling as I have upgraded"
https://www.olx.com.pk/item/exchange-possible-03298808260-iid-1098826901,exchange possible 03298808260,"Rs 15,500",,28 minutes ago,only touch brack bkii all okya ha 100 pursent touch working ma ha 6 128 ha bkii all okya h box ni ha data cable ha sath
https://www.olx.com.pk/item/iphone-6-iid-1098826900,iphone 6,"Rs 10,000",,28 minutes ago,"iphone 6 / 16 gb  all Mobile ok Non PTA 
battery 100"
https://www.olx.com.pk/item/realme-10-a-iid-1098826893,realme 10 A,"Rs 20,000",,29 minutes ago,"all ok h                 
price kar ly gy"
https://www.olx.com.pk/item/oneplus-n200-4gb-64gb-pta-approved-iid-1096983992,OnePlus N200 4gb 64gb pta approved,"Rs 19,999",,3 days ago,"best wholesale rate in Lahore 
500/1000 k peechy khrab cheez na lain 
apko 100% original phone mily ga 7 days replacement warranty k sth

OnePlus N200
4gb 64gb
pta approved 

in just 19,999

in 10/10 lush new condition 
with 7 days replacement warranty 
pta approved 
100% original 

with 8 years of trusted customers alhumdulilah 

adress
mobile hut LG 10 zamin center shimla pahari Lahore near nadra office and shell pump"
https://www.olx.com.pk/item/iphone-6s-iid-1098668925,Iphone 6s,"Rs 15,000",,3 days ago,Selling iphone 6s selling now
https://www.olx.com.pk/item/oneplus-6t-8gb-128gb-100-orignal-iid-1096500896,vivo s1 8gb 256gb || oppo f15 8gb 256gb,"Rs 19,500",,4 days ago,"100% orignal stock not refurbished
vivo s1 8gb 256gb = 19/500
oppo f15 8gb 256gb = 19/500
dual SIM pta approve 
no open no repair 
under display fingerprint and all sensor perfectly working 
10/10 condition like new with box charger
you can also gift for you love one
price fix no banging
7 days check warranty if you have any problem of this phone then we can change it 
under display fingerprint face id and all sensor perfectly working 
only call no SMS no OLX chat 
only serious buyer can contact me thanks 
0/3/09/44/94/3/84"
https://www.olx.com.pk/item/redmi-a3-4gb64gb-fingerprint-5000mah-battery-new-box-pack-iid-1098289138,REDMI A3 (4GB/64GB) Fingerprint 5000mAh Battery New Box Pack,"Rs 17,999",,2 weeks ago,"HASSAN MOBILE
            (Dharampura)
_________________________
184 - Main Dharampura Road opposite to  Dharampura Bazar
_________________________
 Timing   *12AM TO 11PM*
_________________________

• New Box Pack Mobile Available At Wholesale Price
_________________________

• Credit card Facility Available 
_________________________
 1 Year Official Warranty
 PTA Approved
 Original Company Box Pack
_________________________
 For More Information Contact on these numbers________________
 *(0307). (43). (37). (064)* 
  *(0300). (94). (594). (28)*"
https://www.olx.com.pk/item/vivo-y17-box-with-fast-charger-iid-1090805278,oppo f11 box with fast charger isk elawa box pack models bh available,"Rs 15,500",,3 weeks ago,"oppo f11 oppo renoz oppo z2f
vivo y17 vivo s1 vivo y83 vivo y73one plus N200


MARKET CHALLENGE RATE 

 contact #[(View phone number)]
 OS Android 9.0 Pie
 UI Function OS 9
 Dual Sim, Dual Standby (Nano-SIM)
 4G/ LTE
 CPU Octa-core (4 x 2.3 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53)
 Chipset Mediatek MT6765 Helio P35 (12nm)
 GPU PowerVR GE8320
 6.8 Inches
 8GB RAM
 256GB STORAGE
 Card microSD Card, (supports up to 256GB)
 Camera: 13 MP, f/2.2, PDAF + 8 MP+ 2 MP, f/2.4, depth sensor, LED Flash
 Video (1080p@30fps)
 Front 20 MP
 microUSBv2.0, USB
 Sensors Accelerometer, Compass, Fingerprint (rear mounted), Proximity
 Battery 5000 mAh
 Dual Engine fast charging 18W
 ONLY IN RS:-15500 PKR
 NO OPEN NO REPAIR LIFE TIME WARRANTY"
https://www.olx.com.pk/item/apple-iphone-15-pro-max-jv-box-pack-mobile-on-easy-installment-iid-1097811980,Apple iPhone 15 Pro Max jv box pack Mobile on Easy Installment,"Rs 19,500",,4 weeks ago,"Only for LAHORE

i phone 15 pro max jv box pack 
advnce 80k 
instalment 19500 for 11 month plan 


Contact Us for more Information
(03/07/ 68/16/516)

Name: Lease Hub
Address: Main LOS Road, Opposite LOS Mosque, Ferozpur Road, Lahore"
https://www.olx.com.pk/item/iphone-boards-11-pro-max-12-pro-max-13-pro-max-available-iid-1095127574,iPhone Boards XR XS Max 11 Pro Max 12 Pro Max 13 Pro Max 14 Available,"Rs 15,999",,1 week ago,"iPhone XR Board
iPhone XS/XS Max
iPhone 11/11 Pro/11 Pro Max 
iPhone 12/12 Pro/12 Pro Max
iPhone 13/13 Pro/13 Pro Max
iPhone 14/14 Pro/14 Pro Max
Unlocked Clean With Face ID
64GB 128GB 256GB 512GB
You Can Check And Pay After Open Your Parcel 
Cash On Delivery Available
Warranty Available 
Contact O/3/I/7/6/5/8/9/2/3/5
Price are not same for all devices 
Main board with Face ID IOS Updated 

#iPhone11 #iPhone12 #iPhone13 #iPhone14"
https://www.olx.com.pk/item/oppo-f11-8256-dual-sim-with-box-and-original-charger-iid-1098408135,Oppo f11 8/256 dual sim with box and original charger,"Rs 14,999",,2 weeks ago,"oppo F11
 MARKET CHALLENGE RATE 
 OS Android 9.0 Pie
 UI Function OS 9
 Dual Sim, Dual Standby (Nano-SIM)
 4G/ LTE
 CPU Octa-core (4 x 2.3 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53)
 Chipset Mediatek MT6765 Helio P35 (12nm)
 GPU PowerVR GE8320
 6.8 Inches
 8GB RAM
 256GB STORAGE
 Card microSD Card, (supports up to 256GB)
 Camera: 13 MP, f/2.2, PDAF + 8 MP+ 2 MP, f/2.4, depth sensor, LED Flash
 Video (1080p@30fps)
 Front 20 MP
 microUSBv2.0, USB
 Sensors Accelerometer, Compass, Fingerprint (rear mounted), Proximity
 Battery 5000 mAh
 Dual Engine fast charging 18W
 ONLY IN RS:-16,500 PKR
COMES WITH 7 DAYS CHECK WARRANTY. 
 NO OPEN NO REPAIR LIFE TIME WARRANTY"
https://www.olx.com.pk/item/oppo-f11-8256-with-box-and-original-charger-pta-approved-iid-1089258932,Vivo y17 8/256 with box and original charger PTA APPROVED,"Rs 14,999",,2 days ago,"!!! SASTA MALL WARRANTY ME LIMITED STOCK AVAILABLE !!! 
*ALL KINDS OF BOX PACK MOBILE AVAILABLE*
**#used phone#**;
Vivo y1.8/256 Rs. 15999
oppo f1.8/256 Rs. 15999
Vivo S1 8/256 Rs. 19999
**#box pack mobile#**
redmi A3 4/64 Rs21999
redmi 14c 6+6/128 Rs32000
smart 9hd 4/64 Rs. 26999
smart 9 4+4128 Rs. 29499
""""""""""""""""""""""""""MOBILE DETAILS""""""""""""""""""""""""""""""""""""
VIVO y17
back finger display 
MARKET CHALLENGE RATE 
without charger Rs. 14999
with original charger Rs. 15999
OS Android 9.0 Pie
UI Function OS 9
Dual Sim, Dual Standby (Nano-SIM)
4G/ LTE
CPU Octa-core (4 x 2.3 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53)
Chipset Mediatek MT6765 Helio P35 (12nm)
GPU PowerVR GE8320
6.8 Inches
8GB RAM
256GB STORAGE
Card microSD Card, (supports up to 256GB)
Camera: 13 MP, f/2.2, PDAF + 8 MP+ 2 MP, f/2.4, depth sensor, LED Flash
Video (1080p@30fps)
Front 20 MP
microUSBv2.0, USB
Sensors Accelerometer, Compass, Fingerprint (rear mounted), Proximity
Battery 4000 mah
NO OPEN NO REPAIR LIFE TIME WARRANTy

**********
Oppo F11
MARKET CHALLENGE RATE 
without charger Rs. 14999
with original charger RS. 15999
OS Android 9.0 Pie
UI Function OS 9
Dual Sim, Dual Standby (Nano-SIM)
4G/ LTE
CPU Octa-core (4 x 2.3 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53)
Chipset Mediatek MT6765 Helio P35 (12nm)
GPU PowerVR GE8320
6.8 Inches
8GB RAM
256GB STORAGE
Card microSD Card, (supports up to 256GB)
Camera: 13 MP, f/2.2, PDAF + 8 MP+ 2 MP, f/2.4, depth sensor, LED Flash
Video (1080p@30fps)
Front 20 MP
microUSBv2.0, USB
Sensors Accelerometer, Compass, Fingerprint (rear mounted), Proximity
Battery 5000 mAh
NO OPEN NO REPAIR LIFE TIME WARRANTY"
https://www.olx.com.pk/item/8-mobile-good-looking-iid-1098826871,8+ Mobile Good looking,"Rs 19,000",,30 minutes ago,I phone 8 plus = 256 GB Non pta All OK Mobile New condition Munsaib Price contact = (View phone number)
https://www.olx.com.pk/item/urgent-sale-iid-1098826849,urgent sale,"Rs 18,500",,31 minutes ago,"4 /64
no fault 
with box with charger"
https://www.olx.com.pk/item/vivo-y20-urgent-sale-only-14000-iid-1098826823,Vivo Y20 urgent sale only 14000,"Rs 14,000",,33 minutes ago,"bilkul okay hai Bhai Ghar ka Chala phone hai 4gb hai chalne me bilkul thek hai box nahi hai charger nahi hai jisne Lena hai is number par contact kren foran. . . 
0/3/4/3/4/1/1/9/7/1/3"
https://www.olx.com.pk/item/redmi-9c-iid-1098826774,Redmi 9C,"Rs 11,500",,35 minutes ago,"Redmi 9C 
only glass change
with Box 
3/64
exchange possible
WhatsApp"
https://www.olx.com.pk/item/infinix-not-7-6128-iid-1098826719,Infinix not 7. . . 6/128,"Rs 18,000",,37 minutes ago,"official pta
just minor break glass work ok
everything in working
just mobile or oppo original adapter
chaksa party stay away"
https://www.olx.com.pk/item/samsung-note-10-none-pta-iid-1098826666,Samsung note 10 none pta,"Rs 18,000",,39 minutes ago,Samsung Galaxy Note 10 non pta only panel dead good betry time ram 8 +4 memory 128 gb dslr camera resulte pubg 60 fps good device for gamming
https://www.olx.com.pk/item/redmi-a3-4-128-finger-print-10-month-waranty-iid-1098826525,redmi A3 4 128 finger print 10 month waranty,"Rs 19,000",,45 minutes ago,ok phone h koi masla na h
https://www.olx.com.pk/item/iphone-7-plus-128-iid-1098826461,iphone 7 plus 128,"Rs 18,500",,48 minutes ago,just penal change ha is k ilawa koii issue nai 2 dots in see in photo baki ok ha
https://www.olx.com.pk/item/huawei-y9-prime-iid-1098826441,Huawei Y9 Prime,"Rs 15,000",,48 minutes ago,"4/128
dual official PTA approved 
totally original 
battery timing outclass
condition ap pics ma dekh len
Front camera nai chalta bs strip tuti hai
baki all ok
exchange possible"
https://www.olx.com.pk/item/infinix-note-10-pro-8-128-iid-1098826393,Infinix Note 10 pro 8 128,"Rs 17,500",,50 minutes ago,Infinix Note 10 pro Dual sim Official pta approved 8gb Ram 128gb Rom 5000mah battery good battery backup fine camera results Home used Mobile CONTACT// 03/70/41/77/33/2
https://www.olx.com.pk/item/i-phone-7-pta-prova-iid-1098826377,I phone 7 PTA Prova,"Rs 18,000",,51 minutes ago,"haki si rouf condition hay 
whts pay ap aab bato ga
special for pubg lovers
no lag no fault 
45 fps 
30 fps on HDR"
https://www.olx.com.pk/item/infinix-iid-1098826263,infinix,"Rs 20,000",,55 minutes ago,"infinix Hot 11 
Good condition"
https://www.olx.com.pk/item/iphone-7-plus-128gb-pta-approved-iid-1098826175,iphone 7 plus 128gb pta approved,"Rs 19,000",,58 minutes ago,iphone 7 plus pta approved 128gb home butoon not working battery change battery health 100
https://www.olx.com.pk/item/vivo-y17-iid-1098826173,vivo y17,"Rs 16,000",,58 minutes ago,vivo y17 exchange possible 8/256gb ramrom condition 8/10 only glass break with box only bettery timing is very good urgent sale color tea pink
https://www.olx.com.pk/item/oppo-f11-6gb-128gb-pta-approved-box-all-accessories-iid-1091562325,"OnePlus N10 6gb 128gb , OnePlus N200 4gb 64gb pta approved","Rs 19,999",,2 weeks ago,"best wholesale price in Lahore 
500/1000 k peechy khrab cheez na lain 
Apko 100% original phone mily ga 7 days replacement warranty k sth

OnePlus N200
4gb 64gb 
in just 19,999

OnePlus N10
6gb 128gb
in just 24,999

in 10/10 new condition 
with 7 days replacement warranty 
pta approved
all colours available 
100% original

with 8 years of trusted customers alhumdulilah 
it will be your best experience with us InshAllah 

adress
mobile hut Lg 10 zamin center shimla pahari lahore near nadra office and shell pump"
https://www.olx.com.pk/item/vivo-y83-6gb-128gb-dual-sim-vivo-y85-4gb-64gb-eid-offer-only-1010-iid-1086005966,vivo y83 6gb 128Gb Dual sim. Vivo y85 4gb 64gb ( Fresh Stock ) 10/10,"Rs 10,500",,6 days ago,"Best Wholesaler In Town
Quality Is our 1st Priority

Vivo y83 6/128Gb 
Vivo y85 4/64gb 
With Box and charger
Dual Sim Approved
PTA lifetime warranty
Fingerprint sensor
No Repair No any fault. 
Outcalss Camera Result
Good Battery Life 
Excellent performance
Fresh Phone Not Used
3. Days check warranty


500  Extra For box and Charger 

Price Is Dead Final 

MEHAR STORE

OFFICE LOCATION: Javed market ichhra opposite cook nook pizza Alfateh hostle office no 108"
https://www.olx.com.pk/item/oppo-reno-z-8gb-256gb-oppo-f15-8256gb-display-fingerprint-1010-iid-1095549503,"Oppo Reno z 8Gb 256Gb ,OPPO F15 8/256Gb ( Display Fingerprint) 10/10","Rs 19,999",,6 days ago,"OPPO F15 8GB 256gb 

Oppo Reno Z 8/256Gb 
____________________
Fresh import stock with Box only
____________________
4000 Mah battery 
____________________
Good Battery Backup 
____________________
48Mp Camera Outclass Performance 
____________________
No Any fault Or repair 
____________________
Dual sim Approved lifetime warranty
____________________
Uder Display fingerprints sensor 
____________________
Excellent performance 
____________________
7 day's check warranty 


Price Is Dead Final 

OFFICE LOCATION: Javed market ichhra opposite cook nook pizza Alfateh hostle office no 108



======°°°°°=========
MEHAR STORE
======°°°°°=========

Thank you"
https://www.olx.com.pk/item/iphone-11-pro-max-pta-256gb-on-easy-installment-plan-iid-1098448282,iPhone 11 Pro Max PTA (256GB) On Easy Installment Plan,"Rs 15,400",,2 weeks ago,"***** ONLY For Lahore *****

Processing all over Lahore on your Door step with 
1-garauntee 1- cheque
Product delivery 24 hours

ALL iPhone Mobile available on best installment plan 

apple iPhone available on easiest of plans in market, Just pick a model of your choice from market we will lease that model for you 
Iphone X series , Iphone 11 series, Iphone 12 Series , Iphone 13 series iphone 14 pro pro max series 15 series all available

All variants non active official packed phones available

We deals in all kinds of mobiles of all brands

For More Information Contact Now 

Contact No : For More Information Contact Now 

Contact: 0,3,1,4,4,2,7,4,8,0,4

Hurry up, and make your life easier!""

Location :-  Main Sheikupura Road, Shahdra Lahore"
https://www.olx.com.pk/item/note-10-iid-1096217811,note 10,"Rs 15,000",,1 week ago,"serious buyers only
a slight crack on the screen"
https://www.olx.com.pk/item/iphone-11-pro-max-64gb-iid-1096500952,vivo y83 6gb 128gb || vivo y85 4gb 64gb,"Rs 11,500",,4 days ago,"100% orignal stock not refurbished
vivo y83 6gb 128gb = 11/500
vivo y85 4gb 64gb with fingerprint sensor = 11/500
dual SIM pta approve
with box and charger 
10/10 condition no open no repair
face lock and all sensor perfectly working
awesome camera results
only serious buyer can contact me thanks 
only call no SMS no olx chat"
https://www.olx.com.pk/item/iphone-14-pro-non-pta-256gb-on-easy-installment-plan-iid-1098308851,iPhone 14 Pro Non PTA (256GB) On Easy Installment Plan,"Rs 19,000",,2 weeks ago,"***** ONLY For Lahore *****

iPhone 14 Pro Non PTA (256GB) On Easy Installment Plan
Rs. 50,000/- Advance
Rs. 19,000/- ki 11 Equal Installment`s hain 
Total Payment Plan 
Rs. 278,000/-

Timings: Monday To Saturday

Customer Trust Our First Priority 

'For More Information Contact Now 

Contact No :-0,3,3,5,4,6,3,9,7,0,7

Location :- Temple Road, Mozang Chungi, Abid Market Lahore"
https://www.olx.com.pk/item/vivo-s1-8gb-256gb-display-fingerprints-4500-mah-battery-1010-condi-iid-1096436881,Vivo S1 8Gb 256Gb ( Display fingerprints) 4500 Mah battery 10/10 Condi,"Rs 18,500",,3 days ago,"FIXED PRICE 

Vivo S1 8Gb 256Agb 
Dual sim Approved 
With Box Charger A+
Display fingerprints sensor 
4500 Mah battery 
16Mp Camera 1080p Resolution 
Long Battery backup 
Excellent performance 
No any fault or repair working fine 
7 days check warranty 


**MEHAR STORE*

OFFICE LOCATION: Javed market ichhra opposite cook nook pizza Alfateh hostle office no 108"
https://www.olx.com.pk/item/iphone-board-xr-to-14-pro-max-available-iid-1089949128,iPhone Board XS Max 11 Pro Max 12 Pro Max 13 Pro Max 14 Pro Available,"Rs 15,999",,2 days ago,"iPhone Boards Available
(O3/O/3/1/7/1/O/O/O/1) 
iPhone XS/XS Max
iPhone 11/11 Pro/11 Pro Max 
iPhone 12/12 Pro/12 Pro Max
iPhone 13/13 Pro/13 Pro Max
iPhone 14/14 Pro/14 Pro Max
Unlocked Clean With Face ID
64GB 128GB 256GB 512GB 1TB
You Can Check And Pay After Open Your Parcel 
Cash On Delivery Available
Warranty Available 
Contact O/3/I/7/6/5/8/9/2/3/5
Price are not same for all devices 
Main board with Face ID IOS Updated 

#iPhone11 #iPhone12 #iPhone13 #iPhone14"
https://www.olx.com.pk/item/realme-c53-all-ok-ha-daba-be-ha-iid-1098826166,realme c53 all ok ha daba be ha,"Rs 15,500",,58 minutes ago,realme c53 all ok ha
https://www.olx.com.pk/item/vivo-y20-urgent-sale-iid-1098826128,vivo y20 urgent sale,"Rs 18,500",,1 hour ago,vivo y20 4/64gb with box pta proved saaf phone ha one day plus battery backup all ok finger wagra sub and back pr sheet installed ha protected ha  box bi ha back pr. sheet lagi jis ki wajh se rough lag ra aur front pr protector break howa woh new prha new laga kr donga me urgent sale need cash or exchng with good phone
https://www.olx.com.pk/item/sajjad-baloch-iid-1098826127,Sajjad Baloch,"Rs 20,000",,1 hour ago,"vivo s1 koi masla ni Hy cadetion 10,9 exchange kar lain gy daba ni Hy charger hy"
https://www.olx.com.pk/item/urgent-sale-mobile-iid-1098826008,urgent sale mobile,"Rs 14,500",,1 hour ago,"Mobile condition 10/9 no box no charge only mobile 
PTA approved camera ok fingerprint ok 
storage 4/64 model realms 5
jisny Luna ha wo is number py Rabat kry thanks 
(View phone number)"
https://www.olx.com.pk/item/vivo-y21-a-urjent-sale-iid-1098825957,vivo Y21 A Urjent sale,"Rs 18,500",,1 hour ago,Sirf panel change ha box ni ha 4 /64 koi masla ni ha phone ma or panel be 10 by 10 ha abi new lgwaya camra be 10/10 ha pta approved side fingersprint
https://www.olx.com.pk/item/one-plus-5-iid-1098825944,One plus 5,"Rs 11,000",,1 hour ago,one plus 5 all oky pta approved minor panel shade only serious person contact
https://www.olx.com.pk/item/i-phone-7-32gb-iid-1098825904,i phone 7. . . . . . . 32gb,"Rs 11,000",,1 hour ago,"i phone 7 non pta, capacity 32gb panel change hai or front camera nahi hai back camera okk hai home button not working but fingerprint work krta hai silent ki b work krti hai"
https://www.olx.com.pk/item/tecno-spark-go-2023-464-iid-1098825797,Tecno spark Go 2023 (4/64),"Rs 20,000",,1 hour ago,"Tecno spark Go 2023 for sale
All ok no issue
With box only
only serious buyers rabta kryn urgent sale krna h
JazakALLAH"
https://www.olx.com.pk/item/iphone-7pta-approved-32-gb-all-ok-iid-1098825768,iphone 7pta approved 32 gb all ok,"Rs 17,000",,1 hour ago,"iphone 7pta 
condition 10/9 all ok set 
finger off 
battery health 100 
whatsapp no (View phone number)"
https://www.olx.com.pk/item/sparx-neo-5-plus-3gb-64gb-iid-1098825714,Sparx Neo 5 Plus 3gb 64gb,"Rs 12,500",,1 hour ago,just ringer change baki all over zabr10 hai only mobile
https://www.olx.com.pk/item/iphone-7-plus-non-pta-iid-1098825610,iphone 7 plus non pta,"Rs 10,000",,1 hour ago,"iphone 7 plus non pta 
32 GB    (Chat with seller) Whatsapp contact no
back camera ni chalta front chalta 
battery timing okk"
